       0.000    0.9924480509E+00    0.9099746346E-06    0.1058090985E-17    0.8428882056E-12    0.4213750399E-16    0.1197076922E-06    0.5349190218E-14    0.2937189400E-16    0.5722928574E-04    0.1506420758E-05    0.4065984975E-05    0.7382116035E-08    0.2684385045E-14    0.1830435768E-04    0.1909456215E-13    0.8554390389E-16    0.7229865089E-05    0.7748479170E-06    0.2066472026E-17    0.5165535168E-04
       1.000    0.9924480302E+00    0.9028655371E-06    0.8488745530E-16    0.4996497134E-11    0.1253828291E-14    0.1206264959E-06    0.9224711340E-11    0.4348132820E-15    0.5723918372E-04    0.1512055455E-05    0.4065679822E-05    0.6050427438E-08    0.2181666909E-11    0.1830472142E-04    0.2306316156E-11    0.9910510115E-15    0.7227224494E-05    0.7750688191E-06    0.2307976612E-16    0.5165778039E-04
       2.000    0.9924480319E+00    0.9176234463E-06    0.1415110966E-15    0.4916575975E-11    0.1541611199E-14    0.1187812018E-06    0.9407291066E-11    0.1887979273E-15    0.5721158378E-04    0.1500550793E-05    0.4066481907E-05    0.8849753172E-08    0.2099028567E-11    0.1829691015E-04    0.2196086568E-11    0.1423473582E-15    0.7232130594E-05    0.7745913189E-06    0.2313301671E-16    0.5164811072E-04
       3.000    0.9924475048E+00    0.9570026566E-06    0.2978246171E-14    0.1889881327E-09    0.6718128888E-13    0.1137908835E-06    0.3994208476E-09    0.7856797778E-14    0.5719865581E-04    0.1470852472E-05    0.4067196639E-05    0.2142847239E-07    0.9800130921E-10    0.1833393920E-04    0.1013842257E-09    0.2035022941E-13    0.7248887484E-05    0.7735361394E-06    0.3417692471E-14    0.5166013212E-04
       4.000    0.9924431078E+00    0.7427598769E-06    0.5554497355E-13    0.2662288933E-08    0.9973289828E-12    0.1436240186E-06    0.5758297453E-08    0.1366722378E-12    0.5742125718E-04    0.1651195114E-05    0.4060191914E-05    0.3331080768E-07    0.1389504158E-08    0.1827149064E-04    0.1436470958E-08    0.3686369936E-12    0.7160734307E-05    0.7800807978E-06    0.2332072839E-14    0.5167753326E-04
       5.000    0.9924313174E+00    0.1303438993E-05    0.1647859088E-12    0.1058643339E-07    0.3114354545E-11    0.7854838336E-07    0.2285185103E-07    0.6276929031E-12    0.5690730528E-04    0.1254965191E-05    0.4079040977E-05    0.3296814101E-06    0.5524103676E-08    0.1847707318E-04    0.5693040610E-08    0.1199901771E-11    0.7367612707E-05    0.7643008112E-06    0.4707749345E-12    0.5161957375E-04
       6.000    0.9924105048E+00    0.4930854982E-06    0.5904271606E-12    0.1978297239E-07    0.8914633473E-11    0.1908598259E-06    0.4357282147E-07    0.1137513909E-11    0.5793596220E-04    0.1937725045E-05    0.4048249015E-05    0.3839890792E-06    0.1033722282E-07    0.1841968836E-04    0.1075128082E-07    0.3557544435E-11    0.7046723712E-05    0.7897637345E-06    0.5284154938E-12    0.5180919936E-04
       7.000    0.9923953736E+00    0.1442914119E-05    0.5689919093E-12    0.1802584193E-07    0.2605045422E-11    0.6774371887E-07    0.3854499565E-07    0.1850809530E-11    0.5670710857E-04    0.1182579457E-05    0.4086914143E-05    0.5293971885E-06    0.9373768353E-08    0.1846099240E-04    0.9591298315E-08    0.5993087686E-11    0.7402864513E-05    0.7605684981E-06    0.6031133541E-11    0.5156516633E-04
       8.000    0.9923742537E+00    0.7327248375E-06    0.9755153561E-13    0.2452160785E-08    0.8906676174E-11    0.1445696721E-06    0.6414027522E-08    0.2699399708E-11    0.5755909892E-04    0.1653069755E-05    0.4058665420E-05    0.4178996191E-07    0.1293715409E-08    0.1841896302E-04    0.1490905101E-08    0.1602297404E-10    0.7165808924E-05    0.7810232773E-06    0.1544875882E-10    0.5183718822E-04
       9.000    0.9923041932E+00    0.6033110727E-06    0.4177622181E-11    0.9954251051E-08    0.3493657365E-10    0.1689770313E-06    0.2309312342E-07    0.9447794719E-11    0.5737564272E-04    0.1785258402E-05    0.4066272808E-05    0.1757330773E-06    0.5114759581E-08    0.1810411077E-04    0.5714856511E-08    0.5068122979E-10    0.7079969622E-05    0.7842765973E-06    0.5061668216E-10    0.5171050391E-04
      10.000    0.9921215343E+00    0.2270639429E-05    0.4131777679E-10    0.9749544409E-07    0.1797614753E-10    0.2416433283E-07    0.1969506590E-06    0.4247282504E-10    0.5663362208E-04    0.8998510135E-06    0.4119273375E-05    0.2352556917E-05    0.5137554071E-07    0.1940554471E-04    0.4944805340E-07    0.2181112871E-09    0.7640472223E-05    0.7443075296E-06    0.1915029042E-09    0.5192132592E-04
      11.000    0.9918275430E+00    0.9130495273E-07    0.8616888634E-10    0.2173087657E-06    0.3491346453E-09    0.4264166286E-06    0.4969751849E-06    0.8910410362E-10    0.6009028429E-04    0.3329175421E-05    0.4044257187E-05    0.5072600861E-05    0.1102281929E-06    0.1979192798E-04    0.1221209904E-06    0.4480177277E-09    0.6615066898E-05    0.8239939407E-06    0.4038971387E-09    0.5266933839E-04
