                  other actreduce  driving
T=     266.5127     1647    13133        0
T=     271.5127     1656    13204        0
T=     271.5127     1664    13276        0
T=     276.5127     1673    13347        0
T=     276.5127     1682    13419        0
T=     276.5127     1691    13490        0
T=     281.5127     1700    13562        0
T=     281.5127     1709    13633        0
T=     286.5127     1718    13705        0
T=     286.5127     1727    13776        0
T=     291.5127     1736    13847        0
T=     291.5127     1745    13919        0
T=     296.5127     1754    13990        0
T=     301.5127     1763    14061        0
T=     301.5127     1773    14133        0
T=     301.5127     1782    14204        0
T=     301.5127     1791    14276        0
T=     306.5127     1800    14347        0
T=     306.5127     1810    14418        0
T=     311.5127     1819    14490        0
T=     311.5127     1828    14561        0
T=     316.5127     1837    14633        0
T=     316.5127     1847    14704        0
T=     321.5127     1856    14776        0
T=     321.5127     1865    14848        0
T=     326.5127     1873    14920        0
T=     326.5127     1882    14993        0
T=     331.5127     1891    15065        0
T=     331.5127     1900    15137        0
T=     336.5127     1909    15209        0
T=     336.5127     1918    15281        0
T=     341.5127     1927    15353        0
T=     346.5127     1936    15425        0
T=     346.5127     1945    15497        0
