       0.000    0.9924480509E+00    0.9099746346E-06    0.1058090985E-17    0.8428882056E-12    0.4213750399E-16    0.1197076922E-06    0.5349190218E-14    0.2937189400E-16    0.5722928574E-04    0.1506420758E-05    0.4065984975E-05    0.7382116035E-08    0.2684385045E-14    0.1830435768E-04    0.1909456215E-13    0.8554390389E-16    0.7229865089E-05    0.7748479170E-06    0.2066472026E-17    0.5165535168E-04
       1.000    0.9924480316E+00    0.9100970559E-06    0.1055834928E-17    0.8428261832E-12    0.4214262791E-16    0.1197024647E-06    0.5348653663E-14    0.2937050292E-16    0.5724639569E-04    0.1506410144E-05    0.4065478565E-05    0.7376386421E-08    0.2684214050E-14    0.1830480303E-04    0.1909436898E-13    0.8555155363E-16    0.7229933598E-05    0.7748534388E-06    0.2067638355E-17    0.5165929727E-04
       2.000    0.9924480414E+00    0.9100942940E-06    0.1056299454E-17    0.8427571148E-12    0.4213711595E-16    0.1197135868E-06    0.5348574896E-14    0.2937127449E-16    0.5719899502E-04    0.1506465986E-05    0.4066833372E-05    0.7386109492E-08    0.2685286020E-14    0.1829173419E-04    0.1909399358E-13    0.8556514986E-16    0.7229784804E-05    0.7748413833E-06    0.2066977835E-17    0.5164308132E-04
       3.000    0.9924474724E+00    0.9099023969E-06    0.1057617296E-17    0.8426998867E-12    0.4212821562E-16    0.1197397211E-06    0.5343666853E-14    0.2937406320E-16    0.5717858446E-04    0.1506396624E-05    0.4067955653E-05    0.7424502776E-08    0.2684674342E-14    0.1835928936E-04    0.1909451335E-13    0.8558234845E-16    0.7229463209E-05    0.7748164109E-06    0.2066269949E-17    0.5166552526E-04
       4.000    0.9924434620E+00    0.9114388710E-06    0.1059618325E-17    0.8426369291E-12    0.4210402858E-16    0.1195831497E-06    0.5358103391E-14    0.2936908201E-16    0.5758521175E-04    0.1506352529E-05    0.4056603804E-05    0.7235793731E-08    0.2682224542E-14    0.1827360345E-04    0.1908963927E-13    0.8559639270E-16    0.7231460750E-05    0.7749717704E-06    0.2072705860E-17    0.5169285858E-04
       5.000    0.9924319700E+00    0.9081097687E-06    0.1062070323E-17    0.8425904483E-12    0.4213803373E-16    0.1199582625E-06    0.5335434465E-14    0.2938383048E-16    0.5678084699E-04    0.1506832143E-05    0.4088132813E-05    0.7690449313E-08    0.2703227088E-14    0.1874065590E-04    0.1909631959E-13    0.8558734971E-16    0.7226328850E-05    0.7745665475E-06    0.2057491422E-17    0.5162716010E-04
       6.000    0.9924132382E+00    0.9134195909E-06    0.1064787397E-17    0.8425535742E-12    0.4207161902E-16    0.1193564434E-06    0.5373488103E-14    0.2936496973E-16    0.5865035930E-04    0.1506098621E-05    0.4037133729E-05    0.7030737039E-08    0.2682503544E-14    0.1873224549E-04    0.1908387563E-13    0.8560625139E-16    0.7234153795E-05    0.7751894073E-06    0.2083061176E-17    0.5193796272E-04
       7.000    0.9924006775E+00    0.9077831094E-06    0.1069210727E-17    0.8424974887E-12    0.4214467112E-16    0.1200531062E-06    0.5342273471E-14    0.2939667116E-16    0.5656634764E-04    0.1508189644E-05    0.4099268541E-05    0.7845590720E-08    0.2718299819E-14    0.1882400677E-04    0.1909411019E-13    0.8557193507E-16    0.7224702028E-05    0.7744198755E-06    0.2053297049E-17    0.5152237626E-04
       8.000    0.9923854916E+00    0.9117227766E-06    0.1072203659E-17    0.8425256306E-12    0.4210278686E-16    0.1195741301E-06    0.5337328376E-14    0.2938292546E-16    0.5798028863E-04    0.1508305959E-05    0.4046374887E-05    0.7432760301E-08    0.2667868996E-14    0.1859484649E-04    0.1908936920E-13    0.8558162549E-16    0.7230320965E-05    0.7748799429E-06    0.2071031556E-17    0.5188299732E-04
       9.000    0.9923282925E+00    0.9143197395E-06    0.1079119263E-17    0.8424123569E-12    0.4209398742E-16    0.1195586909E-06    0.5376849421E-14    0.2939894551E-16    0.5789915911E-04    0.1513271280E-05    0.4051662595E-05    0.7491365745E-08    0.2689449299E-14    0.1819575469E-04    0.1908269601E-13    0.8556518760E-16    0.7230078937E-05    0.7748678442E-06    0.2065814109E-17    0.5157771396E-04
