       0.000    0.9924480509E+00    0.9099746346E-06    0.1058090985E-17    0.8428882056E-12    0.4213750399E-16    0.1197076922E-06    0.5349190218E-14    0.2937189400E-16    0.5722928574E-04    0.1506420758E-05    0.4065984975E-05    0.7382116035E-08    0.2684385045E-14    0.1830435768E-04    0.1909456215E-13    0.8554390389E-16    0.7229865089E-05    0.7748479170E-06    0.2066472026E-17    0.5165535168E-04
       1.000    0.9924480270E+00    0.8924438539E-06    0.1064337863E-17    0.8428238517E-12    0.4232111247E-16    0.1219720878E-06    0.5348565092E-14    0.2955255174E-16    0.5722942371E-04    0.1520278148E-05    0.4065955834E-05    0.4490280995E-08    0.2684509020E-14    0.1830467739E-04    0.1909442578E-13    0.8520598338E-16    0.7223302442E-05    0.7753814148E-06    0.2100439956E-17    0.5165572031E-04
       2.000    0.9924480200E+00    0.9285966646E-06    0.1046924170E-17    0.8427568610E-12    0.4195491203E-16    0.1174367084E-06    0.5348102320E-14    0.2919228650E-16    0.5722886846E-04    0.1492022671E-05    0.4066003674E-05    0.1136178444E-07    0.2684454252E-14    0.1830403452E-04    0.1909404306E-13    0.8588600440E-16    0.7235530009E-05    0.7742288973E-06    0.2033288217E-17    0.5165494480E-04
       3.000    0.9924475397E+00    0.1027603973E-05    0.1016185045E-17    0.8426942904E-12    0.4091118262E-16    0.1054423874E-06    0.5347583630E-14    0.2819005545E-16    0.5722854529E-04    0.1421010818E-05    0.4066169290E-05    0.5692720149E-07    0.2684410668E-14    0.1830236014E-04    0.1909360090E-13    0.8800913648E-16    0.7277128204E-05    0.7716818085E-06    0.1858249642E-17    0.5165300854E-04
       4.000    0.9924422850E+00    0.5324376347E-06    0.1260628800E-17    0.8426405571E-12    0.4690253918E-16    0.1824361379E-06    0.5346761307E-14    0.3415248361E-16    0.5723114010E-04    0.1885250816E-05    0.4065179698E-05    0.2929023297E-06    0.2683887598E-14    0.1831237761E-04    0.1909209526E-13    0.7714034317E-16    0.7059705264E-05    0.7875294643E-06    0.2970389230E-17    0.5166370233E-04
       5.000    0.9924292237E+00    0.2012710740E-05    0.7752030620E-18    0.8425837903E-12    0.3370046652E-16    0.3438538068E-07    0.5347241229E-14    0.2128584578E-16    0.5721472038E-04    0.9862212514E-06    0.4066970070E-05    0.1683691596E-05    0.2684414286E-14    0.1828978707E-04    0.1909127900E-13    0.1050414536E-15    0.7577993651E-05    0.7495720309E-06    0.7534868749E-18    0.5163485095E-04
       6.000    0.9924050576E+00    0.1432460673E-06    0.1747510521E-17    0.8425457719E-12    0.5608079838E-16    0.3246652629E-06    0.5345645181E-14    0.4365050735E-16    0.5722669049E-04    0.2747790769E-05    0.4062896203E-05    0.2621503666E-05    0.2682676179E-14    0.1832977206E-04    0.1908866289E-13    0.6495179754E-16    0.6786194887E-05    0.8112240676E-06    0.4966913888E-17    0.5167205131E-04
       7.000    0.9923897006E+00    0.2449595547E-05    0.6978882436E-18    0.8425072194E-12    0.3154421357E-16    0.1910017895E-07    0.5347552882E-14    0.1925610670E-16    0.5718271520E-04    0.8819558147E-06    0.4065194998E-05    0.2808166664E-05    0.2683548700E-14    0.1829544181E-04    0.1908829204E-13    0.1112709158E-15    0.7671221444E-05    0.7408155252E-06    0.4834195603E-18    0.5160783777E-04
       8.000    0.9923704450E+00    0.5074626049E-06    0.1330661870E-17    0.8424914401E-12    0.4691504930E-16    0.1853437731E-06    0.5347007972E-14    0.3430286798E-16    0.5717933681E-04    0.1906402727E-05    0.4060326885E-05    0.3438054862E-06    0.2681699056E-14    0.1833370940E-04    0.1908714318E-13    0.7754009362E-16    0.7075417908E-05    0.7901681230E-06    0.3043033787E-17    0.5161250569E-04
       9.000    0.9922999546E+00    0.2810638370E-06    0.1480696731E-17    0.8424424667E-12    0.5211077890E-16    0.2562942847E-06    0.5347851259E-14    0.3933835928E-16    0.5712330411E-04    0.2302126071E-05    0.4055047095E-05    0.1284103847E-05    0.2679296972E-14    0.1836833079E-04    0.1908572715E-13    0.6907344079E-16    0.6870498526E-05    0.7985741011E-06    0.4003383506E-17    0.5157710055E-04
      10.000    0.9921150344E+00    0.5396192438E-05    0.7214776292E-18    0.8422996239E-12    0.2164084724E-16    0.1996616439E-07    0.5351627438E-14    0.1108234566E-16    0.5700484820E-04    0.8669603904E-06    0.4053500251E-05    0.1331143736E-04    0.2678177174E-14    0.1833741624E-04    0.1908614874E-13    0.1530762591E-15    0.8309537196E-05    0.7043383461E-06    0.5582021518E-19    0.5144912600E-04
      11.000    0.9918148970E+00    0.1857057457E-05    0.4621194426E-17    0.8421225199E-12    0.1008610885E-15    0.1216048725E-05    0.5348794953E-14    0.9228366876E-16    0.5693552129E-04    0.8050157477E-05    0.4030820553E-05    0.3163918932E-04    0.2668280383E-14    0.1851627511E-04    0.1908029141E-13    0.4297879863E-16    0.5842556335E-05    0.9008882534E-06    0.1679623932E-16    0.5151400010E-04
      12.000    0.9915622328E+00    0.1235243433E-04    0.1461534321E-17    0.8419321985E-12    0.1479968257E-16    0.2993130876E-06    0.5358709175E-14    0.8889181057E-17    0.5665806107E-04    0.2443994208E-05    0.4028968321E-05    0.4536362482E-04    0.2666409795E-14    0.1844247916E-04    0.1908216234E-13    0.2342010470E-15    0.9298146940E-05    0.6437490845E-06    0.2888569314E-17    0.5121583077E-04
      13.000    0.9914544625E+00    0.1850305796E-05    0.4682571633E-17    0.8419356213E-12    0.1004008869E-15    0.1207109604E-05    0.5358674065E-14    0.9201118497E-16    0.5654859547E-04    0.7997429311E-05    0.3993897603E-05    0.3125553904E-04    0.2652935709E-14    0.1870623258E-04    0.1907823145E-13    0.4494585687E-16    0.5893699387E-05    0.9038641649E-06    0.1654602664E-16    0.5122210480E-04
      14.000    0.9914233430E+00    0.3508483294E-05    0.5471018249E-18    0.8419536488E-12    0.2811124168E-16    0.4933852680E-08    0.5372319553E-14    0.1586074100E-16    0.5617957037E-04    0.5990092528E-06    0.3974288673E-05    0.6716186565E-05    0.2645106353E-14    0.1876721328E-04    0.1907914245E-13    0.1264714219E-15    0.7837908289E-05    0.7193371548E-06    0.4511319798E-19    0.5086300109E-04
      15.000    0.9911009659E+00    0.3333488354E-05    0.7592447241E-18    0.8417816248E-12    0.2753351644E-16    0.2828374457E-08    0.5384733749E-14    0.1564629157E-16    0.5577630126E-04    0.5996736186E-06    0.3939203865E-05    0.6675101271E-05    0.2633467978E-14    0.1891849238E-04    0.1907450160E-13    0.1300445894E-15    0.7959581067E-05    0.7294252306E-06    0.9577186258E-19    0.5059786233E-04
